restaurant_id,name,url,address,location_neighborhood,latitude,longitude,phone,rate,votes,approx_cost_for_two,rest_type,cuisines,online_order,book_table,dish_liked,listed_in_type,listed_in_city
R0190,Baria Balasubramanian and Kota Kitchen,https://www.zomato.com/bengaluru/restaurant-190,"133, Basavanagudi, Bengaluru",Basavanagudi,12.950571,77.587584,+912404335048,3.6,8426,1000,Takeaway,"Thai, Street Food",Yes,Yes,"Ice Cream, Biryani, Butter Chicken, Pizza, Momos",Buffet,Basavanagudi
R0191,Bahri PLC ,https://www.zomato.com/bengaluru/restaurant-191,"84, Hebbal, Bengaluru",Hebbal,13.03147,77.586152,+917279194096,4.6,1335,150,Dhaba,"Pizza, Rolls",Yes,No,"Momos, Dosa, Ice Cream, Pasta",Lunch,Hebbal
R0192,Khare and Sons Bistro,https://www.zomato.com/bengaluru/restaurant-192,"39, Yelahanka, Bengaluru",Yelahanka,13.113407,77.584916,+915832067998,3.3,1525,300,Delivery,North Indian,Yes,No,"Butter Chicken, Momos, Pasta, Burger, Paneer Tikka",Dine-out,Yelahanka
R0193,Contractor-Kamdar Restaurant,https://www.zomato.com/bengaluru/restaurant-193,"124, Jayanagar, Bengaluru",Jayanagar,12.925885,77.583076,+918376938983,2.9,4020,200,Cafe,"South Indian, Mughlai, Cafe",No,No,"Ice Cream, Tandoori",Delivery,Jayanagar
R0194,Kunda-Pillay Bistro,https://www.zomato.com/bengaluru/restaurant-194,"114, Whitefield, Bengaluru",Whitefield,12.974952,77.747606,+919270335211,4.2,943,300,Takeaway,"Biryani, Seafood",Yes,No,"Biryani, Momos, Burger, Masala Dosa",Buffet,Whitefield
R0195,Contractor and Sons Eatery,https://www.zomato.com/bengaluru/restaurant-195,"160, Rajajinagar, Bengaluru",Rajajinagar,12.996014,77.544338,+912069804204,3.3,3338,1200,Cafe,"Burger, North Indian",Yes,No,"Noodles, Pasta, Tandoori, Paneer Tikka",Buffet,Rajajinagar
R0196,Chokshi-Bal ,https://www.zomato.com/bengaluru/restaurant-196,"26, HSR Layout, Bengaluru",HSR Layout,12.908259,77.632039,+915798123878,3.7,11723,150,Quick Bites,"Thai, Italian, North Indian",Yes,No,"Ice Cream, Fried Rice, Pasta, Paneer Tikka",Cafes,HSR Layout
R0197,Prashad-Ranganathan Cafe,https://www.zomato.com/bengaluru/restaurant-197,"100, Rajajinagar, Bengaluru",Rajajinagar,12.989898,77.563332,+910843256216,3.8,8581,1200,Dhaba,Thai,Yes,No,"Cake, Momos, Fried Rice, Paneer Tikka",Desserts,Rajajinagar
R0198,Issac Borra and Kibe Cafe,https://www.zomato.com/bengaluru/restaurant-198,"177, Shivajinagar, Bengaluru",Shivajinagar,12.976382,77.615116,+918262925188,4.0,11837,200,Casual Dining,"Seafood, Street Food, Continental",Yes,Yes,"Pizza, Noodles, Pasta",Buffet,Shivajinagar
R0199,Mitra Ltd Bistro,https://www.zomato.com/bengaluru/restaurant-199,"158, Nagarbhavi, Bengaluru",Nagarbhavi,12.965861,77.519187,+914999393305,4.2,1352,800,Casual Dining,"Desserts, Street Food",No,No,"Pizza, Noodles, Idli, Dosa",Drinks,Nagarbhavi
R0200,Dara Barman and Palan Kitchen,https://www.zomato.com/bengaluru/restaurant-200,"70, JP Nagar, Bengaluru",JP Nagar,12.918364,77.582943,+916333127975,4.7,7546,300,Delivery,Fast Food,No,Yes,"Fried Rice, Butter Chicken, Chicken Curry",Lunch,JP Nagar
R0201,Sangha Prabhakar and Biswas Restaurant,https://www.zomato.com/bengaluru/restaurant-201,"133, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.865787,77.598945,+918608680347,3.9,6571,400,Dhaba,"Rolls, Sandwich, South Indian",Yes,No,"Veg Thali, Pasta",Dine-out,Bannerghatta Road
R0202,Om Arora and Salvi Bistro,https://www.zomato.com/bengaluru/restaurant-202,"179, Yelahanka, Bengaluru",Yelahanka,13.094333,77.608871,+918266570279,3.6,11725,300,Delivery,"Sandwich, Continental, Street Food",Yes,No,"Dosa, Tandoori, Idli, Pasta, Ice Cream",Drinks,Yelahanka
R0203,Cherian-Sant ,https://www.zomato.com/bengaluru/restaurant-203,"99, Bommanahalli, Bengaluru",Bommanahalli,12.900957,77.625244,+918926860259,3.6,10855,250,Casual Dining,Italian,Yes,Yes,"Idli, Veg Thali",Buffet,Bommanahalli
R0204,Sharaf-Dua Kitchen,https://www.zomato.com/bengaluru/restaurant-204,"160, Yelahanka, Bengaluru",Yelahanka,13.094742,77.603205,+914077780973,3.6,3603,1200,Fine Dining,"Desserts, Fast Food",No,No,"Pizza, Noodles",Lunch,Yelahanka
R0205,Goda-Vig Kitchen,https://www.zomato.com/bengaluru/restaurant-205,"38, Hebbal, Bengaluru",Hebbal,13.023182,77.600003,+910994510162,4.3,2693,400,Takeaway,Rolls,Yes,No,"Pasta, Noodles, Butter Chicken, Dosa",Drinks,Hebbal
R0206,Madan Yohannan and Sule Kitchen,https://www.zomato.com/bengaluru/restaurant-206,"178, Indiranagar, Bengaluru",Indiranagar,12.966194,77.634779,+914586833901,4.5,9411,1000,Quick Bites,"Mughlai, Chinese",No,No,"Pasta, Dosa, Momos, Fried Rice, Tandoori",Cafes,Indiranagar
R0207,Sarin-Loyal Kitchen,https://www.zomato.com/bengaluru/restaurant-207,"120, Yelahanka, Bengaluru",Yelahanka,13.103765,77.590795,+911396605583,3.8,235,300,Fine Dining,"Thai, Continental, Burger",Yes,No,"Masala Dosa, Burger, Fried Rice, Cake, Pizza",Delivery,Yelahanka
R0208,Korpal-Chadha Restaurant,https://www.zomato.com/bengaluru/restaurant-208,"50, Electronic City, Bengaluru",Electronic City,12.833909,77.6785,+915577027278,3.8,5540,800,Dhaba,Italian,No,No,"Shake, Ice Cream, Biryani, Chicken Curry",Buffet,Electronic City
R0209,Seshadri-Kohli Kitchen,https://www.zomato.com/bengaluru/restaurant-209,"87, Sarjapur, Bengaluru",Sarjapur,12.85538,77.693349,+916829962914,4.3,11605,500,Fine Dining,"Rolls, North Indian",Yes,No,"Shake, Cake, Dosa",Lunch,Sarjapur
R0210,Raghavan-Nayar Kitchen,https://www.zomato.com/bengaluru/restaurant-210,"200, HSR Layout, Bengaluru",HSR Layout,12.911512,77.631029,+913178078235,3.7,7971,1000,Cafe,"Desserts, Biryani",Yes,Yes,"Burger, Idli, Cake, Ice Cream",Delivery,HSR Layout
R0211,Talwar LLC Bistro,https://www.zomato.com/bengaluru/restaurant-211,"23, Sarjapur, Bengaluru",Sarjapur,12.866702,77.675582,+915701840943,4.6,5307,300,Casual Dining,"South Indian, Street Food, Mughlai",Yes,No,"Biryani, Momos",Drinks,Sarjapur
R0212,Sura and Sons Bistro,https://www.zomato.com/bengaluru/restaurant-212,"90, Nagarbhavi, Bengaluru",Nagarbhavi,12.969533,77.49353,+918542493214,3.4,10097,500,Takeaway,Fast Food,No,Yes,"Idli, Biryani, Pasta, Masala Dosa",Dine-out,Nagarbhavi
R0213,Kuruvilla-Oak Bistro,https://www.zomato.com/bengaluru/restaurant-213,"162, Koramangala, Bengaluru",Koramangala,12.934322,77.629765,+917954538179,3.1,2209,200,Dhaba,Mughlai,No,Yes,"Dosa, Chicken Curry",Dinner,Koramangala
R0214,Majumdar-Anne Eatery,https://www.zomato.com/bengaluru/restaurant-214,"47, Electronic City, Bengaluru",Electronic City,12.845434,77.683306,+915577017157,4.4,7606,250,Cafe,"Burger, Pizza",Yes,No,"Pizza, Paneer Tikka, Cake",Dine-out,Electronic City
R0215,Halder Chada and Khurana Bistro,https://www.zomato.com/bengaluru/restaurant-215,"63, Sarjapur, Bengaluru",Sarjapur,12.849488,77.696127,+918276153966,3.3,9343,500,Takeaway,Seafood,Yes,Yes,"Momos, Veg Thali",Delivery,Sarjapur
R0216,Ray Suresh and Khosla Cafe,https://www.zomato.com/bengaluru/restaurant-216,"104, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.884326,77.597826,+911919657013,4.2,2326,1200,Dhaba,"Italian, Street Food",Yes,Yes,"Pasta, Idli, Veg Thali, Dosa",Dine-out,Bannerghatta Road
R0217,Soni Swaminathan and Sem Kitchen,https://www.zomato.com/bengaluru/restaurant-217,"150, Hebbal, Bengaluru",Hebbal,13.036738,77.593699,+910986240580,4.3,63,1000,Dhaba,"Street Food, Biryani, Sandwich",Yes,Yes,"Momos, Pasta, Chicken Curry, Cake",Cafes,Hebbal
R0218,Chander LLC Eatery,https://www.zomato.com/bengaluru/restaurant-218,"36, Koramangala, Bengaluru",Koramangala,12.927257,77.630567,+913865624220,3.7,1225,150,Casual Dining,"Seafood, Mughlai",No,No,"Ice Cream, Chicken Curry, Noodles, Shake, Dosa",Lunch,Koramangala
R0219,Ravel Ltd Cafe,https://www.zomato.com/bengaluru/restaurant-219,"58, Jayanagar, Bengaluru",Jayanagar,12.91834,77.588067,+912690973846,3.2,8998,1200,Cafe,"Street Food, Bakery",Yes,Yes,"Veg Thali, Tandoori, Chicken Curry",Dinner,Jayanagar
R0220,Mohan Ltd ,https://www.zomato.com/bengaluru/restaurant-220,"190, Bommanahalli, Bengaluru",Bommanahalli,12.892557,77.621308,+911894905807,3.6,7488,1000,Delivery,"Chinese, Continental, Cafe",Yes,No,"Tandoori, Dosa, Pasta, Idli, Fried Rice",Drinks,Bommanahalli
R0221,Pillay Solanki and Wali Kitchen,https://www.zomato.com/bengaluru/restaurant-221,"33, Electronic City, Bengaluru",Electronic City,12.833576,77.66306,+918144294440,3.4,1877,1200,Casual Dining,"Desserts, Cafe, South Indian",Yes,No,"Burger, Butter Chicken, Momos, Ice Cream, Cake",Dinner,Electronic City
R0222,Sandal-Narayanan Restaurant,https://www.zomato.com/bengaluru/restaurant-222,"153, Malleshwaram, Bengaluru",Malleshwaram,13.012335,77.560538,+912766372395,3.5,940,400,Dhaba,"Pizza, Burger, Fast Food",Yes,Yes,"Shake, Dosa",Dine-out,Malleshwaram
R0223,Setty-Madan Eatery,https://www.zomato.com/bengaluru/restaurant-223,"98, Hebbal, Bengaluru",Hebbal,13.032762,77.591041,+915801856945,3.3,4479,400,Dhaba,"Rolls, Pizza, Mughlai",Yes,No,"Masala Dosa, Paneer Tikka, Pizza, Tandoori, Chicken Curry",Lunch,Hebbal
R0224,Krishnamurthy-Kashyap Kitchen,https://www.zomato.com/bengaluru/restaurant-224,"4, Hebbal, Bengaluru",Hebbal,13.043995,77.604473,+916181753443,4.0,607,150,Takeaway,"Biryani, Sandwich, Seafood",Yes,Yes,"Shake, Biryani, Tandoori",Desserts,Hebbal
R0225,Hans LLC Eatery,https://www.zomato.com/bengaluru/restaurant-225,"170, MG Road, Bengaluru",MG Road,12.979742,77.625942,+911746542140,3.6,6321,600,Cafe,Chinese,Yes,No,"Ice Cream, Burger, Idli",Cafes,MG Road
R0226,Wason Ltd Bistro,https://www.zomato.com/bengaluru/restaurant-226,"197, JP Nagar, Bengaluru",JP Nagar,12.906017,77.582952,+916391741011,3.4,9410,400,Dhaba,Mughlai,No,Yes,"Masala Dosa, Idli, Pizza",Dinner,JP Nagar
R0227,Handa and Sons Eatery,https://www.zomato.com/bengaluru/restaurant-227,"123, Jayanagar, Bengaluru",Jayanagar,12.935386,77.568826,+916618306719,4.7,8820,500,Cafe,Mughlai,Yes,No,"Pizza, Shake, Ice Cream, Momos",Buffet,Jayanagar
R0228,Sule Malhotra and Vohra ,https://www.zomato.com/bengaluru/restaurant-228,"52, Brookefield, Bengaluru",Brookefield,12.97301,77.717312,+912806346157,3.8,1440,800,Fine Dining,"Rolls, Seafood",Yes,Yes,"Veg Thali, Momos",Buffet,Brookefield
R0229,Mandal Chaudhry and Hari Kitchen,https://www.zomato.com/bengaluru/restaurant-229,"10, BTM Layout, Bengaluru",BTM Layout,12.902361,77.624992,+915050613878,4.4,2490,1200,Casual Dining,Burger,Yes,Yes,"Dosa, Momos, Masala Dosa, Paneer Tikka, Chicken Curry",Dine-out,BTM Layout
R0230,Karan-Patel Cafe,https://www.zomato.com/bengaluru/restaurant-230,"25, Banashankari, Bengaluru",Banashankari,12.930215,77.545937,+917929111799,2.4,3663,200,Dhaba,"South Indian, Pizza, Continental",Yes,No,"Burger, Butter Chicken",Drinks,Banashankari
R0231,Mittal Inc Eatery,https://www.zomato.com/bengaluru/restaurant-231,"44, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.876752,77.590327,+915827390219,4.2,6212,250,Quick Bites,"Rolls, Continental, Seafood",No,Yes,"Butter Chicken, Burger, Shake",Buffet,Bannerghatta Road
R0232,Walla Date and Mahal Bistro,https://www.zomato.com/bengaluru/restaurant-232,"116, Koramangala, Bengaluru",Koramangala,12.925582,77.612174,+916329092791,4.0,10325,400,Cafe,"Desserts, Bakery, Burger",No,Yes,"Noodles, Pizza, Paneer Tikka",Desserts,Koramangala
R0233,Bhagat PLC Restaurant,https://www.zomato.com/bengaluru/restaurant-233,"176, BTM Layout, Bengaluru",BTM Layout,12.905125,77.611006,+917722005436,4.1,4168,500,Takeaway,Thai,No,Yes,"Veg Thali, Noodles, Paneer Tikka",Delivery,BTM Layout
R0234,Date-Swaminathan ,https://www.zomato.com/bengaluru/restaurant-234,"114, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.857974,77.596721,+919956353153,3.9,1656,300,Fine Dining,North Indian,No,Yes,"Tandoori, Idli, Dosa, Veg Thali, Pasta",Lunch,Bannerghatta Road
R0235,Arora PLC ,https://www.zomato.com/bengaluru/restaurant-235,"50, Marathahalli, Bengaluru",Marathahalli,12.946306,77.699953,+915435209042,3.6,1870,800,Delivery,Bakery,No,Yes,"Noodles, Veg Thali, Burger",Drinks,Marathahalli
R0236,Singh-Srinivas Eatery,https://www.zomato.com/bengaluru/restaurant-236,"72, Marathahalli, Bengaluru",Marathahalli,12.970692,77.700509,+910633569392,4.0,9449,150,Delivery,"Fast Food, Pizza, Chinese",Yes,Yes,"Tandoori, Masala Dosa, Noodles, Momos, Fried Rice",Dinner,Marathahalli
R0237,Oak-Gour Restaurant,https://www.zomato.com/bengaluru/restaurant-237,"34, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.879458,77.581609,+915431074279,4.8,9612,150,Delivery,"Mughlai, Burger, Italian",No,Yes,"Masala Dosa, Fried Rice, Dosa, Paneer Tikka, Ice Cream",Lunch,Bannerghatta Road
R0238,Krishnan Group Cafe,https://www.zomato.com/bengaluru/restaurant-238,"179, JP Nagar, Bengaluru",JP Nagar,12.916496,77.579313,+919893195085,3.9,894,200,Delivery,"North Indian, Chinese",Yes,No,"Shake, Tandoori, Butter Chicken, Pizza, Noodles",Buffet,JP Nagar
R0239,Bhattacharyya Group ,https://www.zomato.com/bengaluru/restaurant-239,"54, Malleshwaram, Bengaluru",Malleshwaram,12.999093,77.572145,+913554864015,4.5,5706,800,Delivery,"Chinese, Biryani, Continental",Yes,No,"Fried Rice, Idli, Masala Dosa, Cake",Cafes,Malleshwaram
R0240,Borah-Bera Restaurant,https://www.zomato.com/bengaluru/restaurant-240,"74, Hebbal, Bengaluru",Hebbal,13.039429,77.605997,+911124127238,3.5,10327,150,Cafe,"Chinese, Biryani, Street Food",No,No,"Dosa, Ice Cream",Dine-out,Hebbal
R0241,Dixit PLC Cafe,https://www.zomato.com/bengaluru/restaurant-241,"106, Banashankari, Bengaluru",Banashankari,12.921001,77.545116,+919557988774,4.2,9343,250,Dhaba,"North Indian, Desserts, Biryani",Yes,Yes,"Biryani, Fried Rice",Cafes,Banashankari
R0242,Chada-Kothari Restaurant,https://www.zomato.com/bengaluru/restaurant-242,"183, Marathahalli, Bengaluru",Marathahalli,12.958627,77.711522,+918422223105,3.2,9463,250,Delivery,Continental,Yes,No,"Momos, Veg Thali, Burger, Pasta",Dine-out,Marathahalli
R0243,Saha PLC Eatery,https://www.zomato.com/bengaluru/restaurant-243,"197, BTM Layout, Bengaluru",BTM Layout,12.918475,77.596141,+912752088547,4.3,4798,1200,Fine Dining,"Thai, Continental",Yes,No,"Veg Thali, Burger, Momos, Butter Chicken",Dinner,BTM Layout
R0244,Kara Virk and Rai Eatery,https://www.zomato.com/bengaluru/restaurant-244,"159, Rajajinagar, Bengaluru",Rajajinagar,12.995874,77.562949,+913751509398,3.5,3689,400,Casual Dining,Continental,Yes,Yes,"Momos, Biryani",Dinner,Rajajinagar
R0245,Savant-Mishra Cafe,https://www.zomato.com/bengaluru/restaurant-245,"99, KR Puram, Bengaluru",KR Puram,13.010147,77.682121,+915045547813,4.5,11975,800,Fine Dining,"Mughlai, Biryani, Burger",No,No,"Tandoori, Butter Chicken, Cake, Noodles",Cafes,KR Puram
R0246,Sanghvi Mody and Bhasin Cafe,https://www.zomato.com/bengaluru/restaurant-246,"122, JP Nagar, Bengaluru",JP Nagar,12.91697,77.597311,+918519610646,4.7,2915,1000,Delivery,"Bakery, Continental",Yes,Yes,"Pizza, Noodles",Dine-out,JP Nagar
R0247,Chaudhary Johal and Kakar ,https://www.zomato.com/bengaluru/restaurant-247,"121, Basavanagudi, Bengaluru",Basavanagudi,12.936284,77.574518,+911462730147,3.5,1143,1200,Fine Dining,"Desserts, Burger",Yes,No,"Fried Rice, Biryani, Tandoori, Dosa, Pizza",Dinner,Basavanagudi
R0248,Bumb-Dugar Bistro,https://www.zomato.com/bengaluru/restaurant-248,"15, Shivajinagar, Bengaluru",Shivajinagar,12.984882,77.593737,+912572520456,4.6,10474,500,Quick Bites,"Burger, Italian, Thai",Yes,No,"Paneer Tikka, Burger",Delivery,Shivajinagar
R0249,Ghose PLC Bistro,https://www.zomato.com/bengaluru/restaurant-249,"149, Sarjapur, Bengaluru",Sarjapur,12.852214,77.690441,+915202845765,3.6,2721,200,Casual Dining,Fast Food,Yes,No,"Shake, Momos, Paneer Tikka, Pasta",Desserts,Sarjapur
R0250,Dugar Inc Eatery,https://www.zomato.com/bengaluru/restaurant-250,"90, BTM Layout, Bengaluru",BTM Layout,12.925453,77.61186,+914527985240,3.3,1993,300,Casual Dining,"Sandwich, Italian, Bakery",Yes,No,"Dosa, Idli, Pizza, Veg Thali, Biryani",Desserts,BTM Layout
R0251,Seshadri-Singhal Kitchen,https://www.zomato.com/bengaluru/restaurant-251,"51, Electronic City, Bengaluru",Electronic City,12.82866,77.665907,+911089071401,4.0,4992,150,Dhaba,Bakery,Yes,Yes,"Dosa, Biryani",Desserts,Electronic City
R0252,Bali-Kata Restaurant,https://www.zomato.com/bengaluru/restaurant-252,"129, Shivajinagar, Bengaluru",Shivajinagar,12.998835,77.591543,+919389119083,2.8,11777,300,Cafe,"North Indian, Chinese",Yes,No,"Paneer Tikka, Cake, Tandoori",Buffet,Shivajinagar
R0253,Mandal-Setty Kitchen,https://www.zomato.com/bengaluru/restaurant-253,"195, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.859361,77.58702,+915171827548,3.9,11881,150,Quick Bites,"Burger, Thai, Fast Food",Yes,No,"Idli, Burger, Cake, Noodles, Veg Thali",Delivery,Bannerghatta Road
R0254,Kaur LLC Eatery,https://www.zomato.com/bengaluru/restaurant-254,"174, Basavanagudi, Bengaluru",Basavanagudi,12.936108,77.577812,+915207167811,4.2,2398,600,Delivery,"Street Food, Pizza",Yes,No,"Momos, Chicken Curry, Noodles, Tandoori, Butter Chicken",Dine-out,Basavanagudi
R0255,Hora Sandal and Contractor ,https://www.zomato.com/bengaluru/restaurant-255,"197, HSR Layout, Bengaluru",HSR Layout,12.907511,77.629873,+919946579678,3.7,4619,250,Dhaba,Mughlai,No,Yes,"Fried Rice, Chicken Curry",Delivery,HSR Layout
R0256,Kar Dixit and Lata Eatery,https://www.zomato.com/bengaluru/restaurant-256,"174, Bellandur, Bengaluru",Bellandur,12.92538,77.667325,+910269524991,3.3,1303,1000,Dhaba,North Indian,No,No,"Butter Chicken, Dosa",Desserts,Bellandur
R0257,Bora Inc Eatery,https://www.zomato.com/bengaluru/restaurant-257,"81, Electronic City, Bengaluru",Electronic City,12.844763,77.676708,+916770028427,4.0,7106,250,Cafe,"Rolls, Seafood",No,No,"Butter Chicken, Chicken Curry",Delivery,Electronic City
R0258,Mohanty PLC Cafe,https://www.zomato.com/bengaluru/restaurant-258,"127, Shivajinagar, Bengaluru",Shivajinagar,12.992051,77.605802,+919695450090,3.6,2150,500,Cafe,"Rolls, Burger, Sandwich",Yes,No,"Tandoori, Butter Chicken, Ice Cream",Drinks,Shivajinagar
R0259,Mani Sarna and Dash Kitchen,https://www.zomato.com/bengaluru/restaurant-259,"177, Basavanagudi, Bengaluru",Basavanagudi,12.930521,77.570154,+911415208507,3.9,10826,600,Takeaway,"Bakery, Thai",No,No,"Fried Rice, Pasta",Buffet,Basavanagudi
R0260,Modi-Rau ,https://www.zomato.com/bengaluru/restaurant-260,"53, Bommanahalli, Bengaluru",Bommanahalli,12.895591,77.604567,+915785294563,4.3,8192,200,Dhaba,"Mughlai, Rolls",Yes,No,"Idli, Masala Dosa, Pasta, Cake",Cafes,Bommanahalli
R0261,Tella-Zacharia Eatery,https://www.zomato.com/bengaluru/restaurant-261,"110, Indiranagar, Bengaluru",Indiranagar,12.97232,77.643006,+913514846853,4.8,6838,600,Cafe,Chinese,No,No,"Shake, Paneer Tikka",Dine-out,Indiranagar
R0262,Sarma-Buch Bistro,https://www.zomato.com/bengaluru/restaurant-262,"187, Koramangala, Bengaluru",Koramangala,12.939035,77.624987,+910835723246,4.2,6771,500,Dhaba,Burger,Yes,No,"Veg Thali, Paneer Tikka, Chicken Curry",Desserts,Koramangala
R0263,Baral Sankaran and Naidu Cafe,https://www.zomato.com/bengaluru/restaurant-263,"119, Yelahanka, Bengaluru",Yelahanka,13.093508,77.589911,+917866032420,3.9,4283,400,Fine Dining,Cafe,Yes,No,"Ice Cream, Fried Rice, Idli",Buffet,Yelahanka
R0264,Krishna Bal and Chand ,https://www.zomato.com/bengaluru/restaurant-264,"24, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.870975,77.581197,+916231981898,3.9,4175,800,Quick Bites,Seafood,Yes,No,"Dosa, Chicken Curry, Cake, Shake",Delivery,Bannerghatta Road
R0265,Bail Ltd Eatery,https://www.zomato.com/bengaluru/restaurant-265,"66, Nagarbhavi, Bengaluru",Nagarbhavi,12.980501,77.499879,+919078515867,3.9,11235,300,Cafe,"Mughlai, Pizza, Bakery",Yes,No,"Pizza, Idli, Burger",Dinner,Nagarbhavi
R0266,Baria-Gill ,https://www.zomato.com/bengaluru/restaurant-266,"93, Bommanahalli, Bengaluru",Bommanahalli,12.892532,77.613145,+911837606441,4.3,3907,400,Casual Dining,"South Indian, Rolls, Pizza",Yes,No,"Pasta, Ice Cream, Momos, Shake",Drinks,Bommanahalli
R0267,Venkataraman-Sathe Cafe,https://www.zomato.com/bengaluru/restaurant-267,"130, Nagarbhavi, Bengaluru",Nagarbhavi,12.975633,77.51368,+911569857002,4.1,10374,800,Dhaba,"Chinese, Burger",Yes,Yes,"Chicken Curry, Shake, Pasta, Veg Thali, Masala Dosa",Lunch,Nagarbhavi
R0268,Golla-Sarin Bistro,https://www.zomato.com/bengaluru/restaurant-268,"176, BTM Layout, Bengaluru",BTM Layout,12.920449,77.604512,+916577242954,4.0,3304,200,Delivery,Italian,Yes,Yes,"Fried Rice, Tandoori, Pizza",Lunch,BTM Layout
R0269,Swamy Chand and Singhal Restaurant,https://www.zomato.com/bengaluru/restaurant-269,"68, Basavanagudi, Bengaluru",Basavanagudi,12.955943,77.58633,+912069694215,5.0,2837,1200,Quick Bites,North Indian,Yes,No,"Pasta, Fried Rice",Lunch,Basavanagudi
R0270,Rege-Nath ,https://www.zomato.com/bengaluru/restaurant-270,"127, Nagarbhavi, Bengaluru",Nagarbhavi,12.9839,77.503611,+916263934362,2.9,6743,250,Quick Bites,"Burger, Italian, Pizza",Yes,No,"Noodles, Paneer Tikka, Momos",Desserts,Nagarbhavi
R0271,Cheema-Dyal ,https://www.zomato.com/bengaluru/restaurant-271,"153, MG Road, Bengaluru",MG Road,12.974129,77.61215,+914118005375,3.6,9984,1200,Fine Dining,"Street Food, Chinese, North Indian",Yes,Yes,"Pizza, Shake, Ice Cream, Tandoori, Idli",Cafes,MG Road
R0272,Sabharwal-Tandon Restaurant,https://www.zomato.com/bengaluru/restaurant-272,"129, Sarjapur, Bengaluru",Sarjapur,12.86499,77.680675,+917572158624,2.9,1964,500,Quick Bites,"Thai, Continental",Yes,No,"Burger, Paneer Tikka",Cafes,Sarjapur
R0273,Rattan-Bansal Restaurant,https://www.zomato.com/bengaluru/restaurant-273,"143, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.867218,77.593503,+917032032074,4.8,2729,800,Delivery,"Cafe, Sandwich",Yes,No,"Chicken Curry, Burger, Shake, Cake",Buffet,Bannerghatta Road
R0274,Chakrabarti-Murty Cafe,https://www.zomato.com/bengaluru/restaurant-274,"24, Hebbal, Bengaluru",Hebbal,13.031496,77.603271,+913422849939,3.8,117,1000,Dhaba,"Street Food, Burger",Yes,No,"Pizza, Idli",Delivery,Hebbal
R0275,Naik-D’Alia Cafe,https://www.zomato.com/bengaluru/restaurant-275,"40, Marathahalli, Bengaluru",Marathahalli,12.967148,77.702707,+910177749050,2.6,10800,1200,Delivery,"North Indian, Desserts",Yes,No,"Ice Cream, Cake",Dine-out,Marathahalli
R0276,Varkey-Agarwal Kitchen,https://www.zomato.com/bengaluru/restaurant-276,"103, BTM Layout, Bengaluru",BTM Layout,12.927498,77.619147,+914236103266,3.0,4718,250,Quick Bites,"Seafood, South Indian",Yes,No,"Pasta, Ice Cream",Lunch,BTM Layout
R0277,Shere Sachdev and Bhagat Bistro,https://www.zomato.com/bengaluru/restaurant-277,"154, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.880591,77.589903,+916165926610,4.3,8460,500,Delivery,"Continental, Thai, Italian",Yes,No,"Tandoori, Noodles, Masala Dosa, Fried Rice",Dine-out,Bannerghatta Road
R0278,Vasa LLC Restaurant,https://www.zomato.com/bengaluru/restaurant-278,"176, Banashankari, Bengaluru",Banashankari,12.926418,77.551217,+914386490810,3.3,8461,200,Takeaway,Desserts,No,No,"Chicken Curry, Dosa, Masala Dosa, Pizza, Tandoori",Delivery,Banashankari
R0279,Tara Sathe and Behl Restaurant,https://www.zomato.com/bengaluru/restaurant-279,"47, Hebbal, Bengaluru",Hebbal,13.040626,77.599054,+916016459779,4.5,4392,500,Dhaba,"Thai, Cafe",Yes,Yes,"Tandoori, Biryani",Dine-out,Hebbal
R0280,Loke PLC Kitchen,https://www.zomato.com/bengaluru/restaurant-280,"44, HSR Layout, Bengaluru",HSR Layout,12.919011,77.642022,+917769749956,4.4,5008,200,Casual Dining,"Italian, Bakery, North Indian",Yes,Yes,"Ice Cream, Idli",Desserts,HSR Layout
R0281,Mani Group Bistro,https://www.zomato.com/bengaluru/restaurant-281,"49, Whitefield, Bengaluru",Whitefield,12.979279,77.755781,+911472760122,3.0,11561,800,Delivery,North Indian,No,Yes,"Masala Dosa, Pizza, Fried Rice",Dinner,Whitefield
R0282,Sundaram Dara and Balakrishnan Eatery,https://www.zomato.com/bengaluru/restaurant-282,"127, Shivajinagar, Bengaluru",Shivajinagar,12.979079,77.594845,+919984076789,4.1,11922,1200,Fine Dining,"South Indian, Seafood",No,Yes,"Idli, Chicken Curry",Buffet,Shivajinagar
R0283,Khatri Dutt and Mukhopadhyay ,https://www.zomato.com/bengaluru/restaurant-283,"50, Sarjapur, Bengaluru",Sarjapur,12.846971,77.688892,+917573839597,3.5,2198,400,Fine Dining,"Chinese, Cafe, Bakery",No,No,"Idli, Masala Dosa, Cake, Fried Rice, Tandoori",Drinks,Sarjapur
